Ensembl Gene ID	Reactome ID	HGNC symbol
ENSG00000149311	R-HSA-349425	ATM
ENSG00000149311	R-HSA-69563	ATM
ENSG00000149311	R-HSA-69610	ATM
ENSG00000149311	R-HSA-69613	ATM
ENSG00000149311	R-HSA-69615	ATM
ENSG00000149311	R-HSA-69620	ATM
ENSG00000149311	R-HSA-69601	ATM
ENSG00000149311	R-HSA-69481	ATM
ENSG00000149311	R-HSA-69580	ATM
ENSG00000149311	R-HSA-1640170	ATM
ENSG00000149311	R-HSA-3700989	ATM
ENSG00000149311	R-HSA-3371453	ATM
ENSG00000149311	R-HSA-3371556	ATM
ENSG00000149311	R-HSA-2262752	ATM
ENSG00000149311	R-HSA-6806003	ATM
ENSG00000149311	R-HSA-6804757	ATM
ENSG00000149311	R-HSA-5633007	ATM
ENSG00000149311	R-HSA-5693565	ATM
ENSG00000149311	R-HSA-5693606	ATM
ENSG00000149311	R-HSA-5633008	ATM
ENSG00000149311	R-HSA-2559583	ATM
ENSG00000149311	R-HSA-6796648	ATM
ENSG00000149311	R-HSA-6804756	ATM
ENSG00000149311	R-HSA-6803207	ATM
ENSG00000149311	R-HSA-6804760	ATM
ENSG00000149311	R-HSA-5693579	ATM
ENSG00000149311	R-HSA-69473	ATM
ENSG00000149311	R-HSA-5693607	ATM
ENSG00000149311	R-HSA-5693616	ATM
ENSG00000149311	R-HSA-5693554	ATM
ENSG00000149311	R-HSA-6803204	ATM
ENSG00000149311	R-HSA-912446	ATM
ENSG00000149311	R-HSA-1500620	ATM
ENSG00000149311	R-HSA-5685938	ATM
ENSG00000149311	R-HSA-5693571	ATM
ENSG00000149311	R-HSA-2559586	ATM
ENSG00000149311	R-HSA-5693548	ATM
ENSG00000128652		HOXD3
ENSG00000128652	R-HSA-1266738	HOXD3
ENSG00000128652	R-HSA-5617472	HOXD3
ENSG00000128652	R-HSA-5619507	HOXD3
ENSG00000149554	R-HSA-162582	CHEK1
ENSG00000149554	R-HSA-212436	CHEK1
ENSG00000149554	R-HSA-74160	CHEK1
ENSG00000149554	R-HSA-5693532	CHEK1
ENSG00000149554	R-HSA-73894	CHEK1
ENSG00000149554	R-HSA-5693538	CHEK1
ENSG00000149554	R-HSA-5685942	CHEK1
ENSG00000149554	R-HSA-5693567	CHEK1
ENSG00000149554	R-HSA-69610	CHEK1
ENSG00000149554	R-HSA-69613	CHEK1
ENSG00000149554	R-HSA-69615	CHEK1
ENSG00000149554	R-HSA-69620	CHEK1
ENSG00000149554	R-HSA-69601	CHEK1
ENSG00000149554	R-HSA-69481	CHEK1
ENSG00000149554	R-HSA-1433557	CHEK1
ENSG00000149554	R-HSA-1640170	CHEK1
ENSG00000149554	R-HSA-3700989	CHEK1
ENSG00000149554	R-HSA-5633007	CHEK1
ENSG00000149554	R-HSA-6796648	CHEK1
ENSG00000149554	R-HSA-6804756	CHEK1
ENSG00000149554	R-HSA-176187	CHEK1
ENSG00000149554	R-HSA-5693579	CHEK1
ENSG00000149554	R-HSA-69473	CHEK1
ENSG00000149554	R-HSA-5693607	CHEK1
ENSG00000149554	R-HSA-75035	CHEK1
ENSG00000149554	R-HSA-5693616	CHEK1
ENSG00000179218	R-HSA-983169	CALR
ENSG00000179218	R-HSA-168256	CALR
ENSG00000179218	R-HSA-1280218	CALR
ENSG00000179218	R-HSA-5653656	CALR
ENSG00000179218	R-HSA-2173782	CALR
ENSG00000179218	R-HSA-392499	CALR
ENSG00000179218	R-HSA-597592	CALR
ENSG00000179218	R-HSA-446203	CALR
ENSG00000179218	R-HSA-1643685	CALR
ENSG00000179218	R-HSA-5663205	CALR
ENSG00000179218	R-HSA-1236975	CALR
ENSG00000179218	R-HSA-1236974	CALR
ENSG00000179218	R-HSA-168255	CALR
ENSG00000179218	R-HSA-168254	CALR
ENSG00000179218	R-HSA-381119	CALR
ENSG00000179218	R-HSA-983170	CALR
ENSG00000179218	R-HSA-381033	CALR
ENSG00000179218	R-HSA-3000480	CALR
ENSG00000179218	R-HSA-3000484	CALR
ENSG00000179218	R-HSA-381183	CALR
ENSG00000179218	R-HSA-532668	CALR
ENSG00000179218	R-HSA-901042	CALR
ENSG00000179218	R-HSA-168268	CALR
ENSG00000179218	R-HSA-168316	CALR
ENSG00000179218		CALR
ENSG00000090097	R-HSA-212436	PCBP4
ENSG00000090097	R-HSA-74160	PCBP4
ENSG00000090097	R-HSA-69563	PCBP4
ENSG00000090097	R-HSA-69615	PCBP4
ENSG00000090097	R-HSA-69620	PCBP4
ENSG00000090097	R-HSA-69580	PCBP4
ENSG00000090097	R-HSA-1640170	PCBP4
ENSG00000090097	R-HSA-6791312	PCBP4
ENSG00000090097	R-HSA-3700989	PCBP4
ENSG00000090097	R-HSA-6804116	PCBP4
ENSG00000090097	R-HSA-69560	PCBP4
ENSG00000090097	R-HSA-69895	PCBP4
ENSG00000090097		PCBP4
ENSG00000113161		HMGCR
ENSG00000184675	R-HSA-162582	AMER1
ENSG00000184675	R-HSA-1643685	AMER1
ENSG00000184675	R-HSA-195253	AMER1
ENSG00000184675	R-HSA-5663202	AMER1
ENSG00000184675	R-HSA-201681	AMER1
ENSG00000184675	R-HSA-195721	AMER1
ENSG00000184675	R-HSA-4641262	AMER1
ENSG00000184675	R-HSA-5339716	AMER1
ENSG00000184675	R-HSA-5467337	AMER1
ENSG00000184675	R-HSA-5358752	AMER1
ENSG00000184675	R-HSA-4839743	AMER1
ENSG00000184675	R-HSA-5467340	AMER1
ENSG00000184675	R-HSA-5358751	AMER1
ENSG00000184675	R-HSA-4839744	AMER1
ENSG00000184675	R-HSA-5358749	AMER1
ENSG00000184675	R-HSA-4839748	AMER1
ENSG00000184675	R-HSA-5358747	AMER1
ENSG00000184675	R-HSA-4839735	AMER1
ENSG00000184675	R-HSA-196299	AMER1
ENSG00000184675	R-HSA-4791275	AMER1
ENSG00000184675	R-HSA-5467348	AMER1
ENSG00000173846	R-HSA-212436	PLK3
ENSG00000173846	R-HSA-74160	PLK3
ENSG00000173846	R-HSA-6804115	PLK3
ENSG00000173846	R-HSA-6791312	PLK3
ENSG00000173846	R-HSA-3700989	PLK3
ENSG00000173846	R-HSA-5633007	PLK3
ENSG00000173846	R-HSA-6804756	PLK3
ENSG00000121380	R-HSA-212436	BCL2L14
ENSG00000121380	R-HSA-74160	BCL2L14
ENSG00000121380	R-HSA-3700989	BCL2L14
ENSG00000121380	R-HSA-5633008	BCL2L14
ENSG00000121380	R-HSA-6803205	BCL2L14
ENSG00000121380		BCL2L14
ENSG00000234475	R-HSA-74160	HSPA1A
ENSG00000234475	R-HSA-1643685	HSPA1A
ENSG00000234475	R-HSA-5663205	HSPA1A
ENSG00000234475	R-HSA-450531	HSPA1A
ENSG00000234475	R-HSA-450408	HSPA1A
ENSG00000234475	R-HSA-168255	HSPA1A
ENSG00000234475	R-HSA-168254	HSPA1A
ENSG00000234475	R-HSA-3371453	HSPA1A
ENSG00000234475	R-HSA-3371556	HSPA1A
ENSG00000234475	R-HSA-2262752	HSPA1A
ENSG00000234475	R-HSA-168274	HSPA1A
ENSG00000234475	R-HSA-3371571	HSPA1A
ENSG00000234475	R-HSA-3371568	HSPA1A
ENSG00000234475	R-HSA-168330	HSPA1A
ENSG00000234475		HSPA1A
ENSG00000101665	R-HSA-162582	SMAD7
ENSG00000101665	R-HSA-212436	SMAD7
ENSG00000101665	R-HSA-74160	SMAD7
ENSG00000101665	R-HSA-201451	SMAD7
ENSG00000101665	R-HSA-2173796	SMAD7
ENSG00000101665	R-HSA-2173793	SMAD7
ENSG00000101665	R-HSA-170834	SMAD7
ENSG00000101665	R-HSA-2173788	SMAD7
ENSG00000101665	R-HSA-2173789	SMAD7
ENSG00000101665		SMAD7
ENSG00000111704		NANOG
ENSG00000111704	R-HSA-1266738	NANOG
ENSG00000111704	R-HSA-452723	NANOG
ENSG00000111704	R-HSA-2892247	NANOG
ENSG00000111704	R-HSA-2892245	NANOG
ENSG00000140525	R-HSA-212436	FANCI
ENSG00000140525	R-HSA-74160	FANCI
ENSG00000140525	R-HSA-73894	FANCI
ENSG00000140525	R-HSA-6783310	FANCI
ENSG00000140525	R-HSA-3700989	FANCI
ENSG00000140525	R-HSA-6796648	FANCI
ENSG00000140525		FANCI
ENSG00000245848	R-HSA-1266738	CEBPA
ENSG00000245848	R-HSA-381340	CEBPA
ENSG00000145632	R-HSA-212436	PLK2
ENSG00000145632	R-HSA-74160	PLK2
ENSG00000145632	R-HSA-6804115	PLK2
ENSG00000145632	R-HSA-6791312	PLK2
ENSG00000145632	R-HSA-3700989	PLK2
ENSG00000145632		PLK2
ENSG00000136244	R-HSA-168256	IL6
ENSG00000136244	R-HSA-162582	IL6
ENSG00000136244	R-HSA-5683057	IL6
ENSG00000136244	R-HSA-5684996	IL6
ENSG00000136244	R-HSA-449147	IL6
ENSG00000136244	R-HSA-1280215	IL6
ENSG00000136244	R-HSA-2262752	IL6
ENSG00000136244	R-HSA-2559583	IL6
ENSG00000136244	R-HSA-2559582	IL6
ENSG00000136244	R-HSA-1059683	IL6
ENSG00000136244	R-HSA-6783589	IL6
ENSG00000136244	R-HSA-112411	IL6
ENSG00000136244	R-HSA-110056	IL6
ENSG00000136244	R-HSA-112409	IL6
ENSG00000148400	R-HSA-1266738	NOTCH1
ENSG00000148400	R-HSA-162582	NOTCH1
ENSG00000148400	R-HSA-212436	NOTCH1
ENSG00000148400	R-HSA-74160	NOTCH1
ENSG00000148400	R-HSA-3781865	NOTCH1
ENSG00000148400	R-HSA-1643685	NOTCH1
ENSG00000148400	R-HSA-3906995	NOTCH1
ENSG00000148400	R-HSA-5663202	NOTCH1
ENSG00000148400	R-HSA-2691230	NOTCH1
ENSG00000148400	R-HSA-2691232	NOTCH1
ENSG00000148400	R-HSA-2894858	NOTCH1
ENSG00000148400	R-HSA-157118	NOTCH1
ENSG00000148400	R-HSA-2122948	NOTCH1
ENSG00000148400	R-HSA-1980143	NOTCH1
ENSG00000148400	R-HSA-2644602	NOTCH1
ENSG00000148400	R-HSA-2644603	NOTCH1
ENSG00000148400	R-HSA-2894862	NOTCH1
ENSG00000148400	R-HSA-2644606	NOTCH1
ENSG00000148400	R-HSA-2660826	NOTCH1
ENSG00000148400	R-HSA-2660825	NOTCH1
ENSG00000148400	R-HSA-1912422	NOTCH1
ENSG00000148400	R-HSA-1912420	NOTCH1
ENSG00000148400	R-HSA-1912408	NOTCH1
ENSG00000148400	R-HSA-2122947	NOTCH1
ENSG00000148400	R-HSA-186712	NOTCH1
ENSG00000148400	R-HSA-210744	NOTCH1
ENSG00000148400	R-HSA-1912399	NOTCH1
ENSG00000148400	R-HSA-5083630	NOTCH1
ENSG00000148400	R-HSA-2644607	NOTCH1
ENSG00000148400	R-HSA-2644605	NOTCH1
ENSG00000148400	R-HSA-350054	NOTCH1
ENSG00000136244		IL6
ENSG00000173535		TNFRSF10C
ENSG00000173535	R-HSA-212436	TNFRSF10C
ENSG00000173535	R-HSA-74160	TNFRSF10C
ENSG00000173535	R-HSA-3700989	TNFRSF10C
ENSG00000173535	R-HSA-6803211	TNFRSF10C
ENSG00000173535	R-HSA-5633008	TNFRSF10C
ENSG00000111087		GLI1
ENSG00000111087	R-HSA-162582	GLI1
ENSG00000111087	R-HSA-5610787	GLI1
ENSG00000111087	R-HSA-5358351	GLI1
ENSG00000111087	R-HSA-5610780	GLI1
ENSG00000111087	R-HSA-5632684	GLI1
ENSG00000111087	R-HSA-5635851	GLI1
ENSG00000120889	R-HSA-109581	TNFRSF10B
ENSG00000120889	R-HSA-5357801	TNFRSF10B
ENSG00000120889	R-HSA-162582	TNFRSF10B
ENSG00000120889	R-HSA-212436	TNFRSF10B
ENSG00000120889	R-HSA-74160	TNFRSF10B
ENSG00000120889	R-HSA-3700989	TNFRSF10B
ENSG00000120889	R-HSA-5357769	TNFRSF10B
ENSG00000120889	R-HSA-140534	TNFRSF10B
ENSG00000120889	R-HSA-3371378	TNFRSF10B
ENSG00000120889	R-HSA-5675482	TNFRSF10B
ENSG00000120889	R-HSA-73887	TNFRSF10B
ENSG00000120889	R-HSA-69416	TNFRSF10B
ENSG00000120889	R-HSA-75158	TNFRSF10B
ENSG00000120889	R-HSA-5218859	TNFRSF10B
ENSG00000120889	R-HSA-5218900	TNFRSF10B
ENSG00000120889	R-HSA-5213460	TNFRSF10B
ENSG00000120889	R-HSA-6803211	TNFRSF10B
ENSG00000120889	R-HSA-5633008	TNFRSF10B
ENSG00000120889		TNFRSF10B
ENSG00000135679	R-HSA-168256	MDM2
ENSG00000135679	R-HSA-1280218	MDM2
ENSG00000135679	R-HSA-983705	MDM2
ENSG00000135679	R-HSA-2730905	MDM2
ENSG00000135679	R-HSA-2454202	MDM2
ENSG00000135679	R-HSA-168249	MDM2
ENSG00000135679	R-HSA-162582	MDM2
ENSG00000135679	R-HSA-392499	MDM2
ENSG00000135679	R-HSA-212436	MDM2
ENSG00000135679	R-HSA-74160	MDM2
ENSG00000135679	R-HSA-597592	MDM2
ENSG00000135679	R-HSA-1643685	MDM2
ENSG00000135679	R-HSA-1168372	MDM2
ENSG00000135679	R-HSA-69541	MDM2
ENSG00000135679	R-HSA-5663202	MDM2
ENSG00000135679	R-HSA-5654687	MDM2
ENSG00000135679	R-HSA-186763	MDM2
ENSG00000135679	R-HSA-5654716	MDM2
ENSG00000135679	R-HSA-5654696	MDM2
ENSG00000135679	R-HSA-5654736	MDM2
ENSG00000135679	R-HSA-69563	MDM2
ENSG00000135679	R-HSA-5654708	MDM2
ENSG00000135679	R-HSA-69615	MDM2
ENSG00000135679	R-HSA-190236	MDM2
ENSG00000135679	R-HSA-69620	MDM2
ENSG00000135679	R-HSA-69580	MDM2
ENSG00000135679	R-HSA-5654738	MDM2
ENSG00000135679	R-HSA-1433557	MDM2
ENSG00000135679	R-HSA-2424491	MDM2
ENSG00000135679	R-HSA-5654743	MDM2
ENSG00000135679	R-HSA-186797	MDM2
ENSG00000135679	R-HSA-2172127	MDM2
ENSG00000135679	R-HSA-1236394	MDM2
ENSG00000135679	R-HSA-1640170	MDM2
ENSG00000135679	R-HSA-177929	MDM2
ENSG00000135679	R-HSA-5654741	MDM2
ENSG00000135679	R-HSA-166520	MDM2
ENSG00000135679	R-HSA-187037	MDM2
ENSG00000135679	R-HSA-3700989	MDM2
ENSG00000135679	R-HSA-3108232	MDM2
ENSG00000135679	R-HSA-2990846	MDM2
ENSG00000135679	R-HSA-2262752	MDM2
ENSG00000135679	R-HSA-112316	MDM2
ENSG00000135679	R-HSA-112314	MDM2
ENSG00000135679	R-HSA-112315	MDM2
ENSG00000135679	R-HSA-6806003	MDM2
ENSG00000135679	R-HSA-6804757	MDM2
ENSG00000135679	R-HSA-5633007	MDM2
ENSG00000135679	R-HSA-2559580	MDM2
ENSG00000135679	R-HSA-2559583	MDM2
ENSG00000135679	R-HSA-6804756	MDM2
ENSG00000135679	R-HSA-198203	MDM2
ENSG00000135679	R-HSA-5654720	MDM2
ENSG00000135679	R-HSA-180292	MDM2
ENSG00000135679	R-HSA-5654689	MDM2
ENSG00000135679	R-HSA-1250342	MDM2
ENSG00000135679	R-HSA-2219528	MDM2
ENSG00000135679	R-HSA-5654695	MDM2
ENSG00000135679	R-HSA-1257604	MDM2
ENSG00000135679	R-HSA-5654710	MDM2
ENSG00000135679	R-HSA-2559585	MDM2
ENSG00000135679	R-HSA-6804760	MDM2
ENSG00000135679	R-HSA-198323	MDM2
ENSG00000135679	R-HSA-5674400	MDM2
ENSG00000135679	R-HSA-399721	MDM2
ENSG00000135679	R-HSA-399719	MDM2
ENSG00000135679	R-HSA-3232118	MDM2
ENSG00000135679		MDM2
ENSG00000196628		TCF4
ENSG00000196628	R-HSA-1266738	TCF4
ENSG00000196628	R-HSA-375170	TCF4
ENSG00000196628	R-HSA-525793	TCF4
ENSG00000117054	R-HSA-1989781	ACADM
ENSG00000117054	R-HSA-535734	ACADM
ENSG00000117054	R-HSA-556833	ACADM
ENSG00000117054	R-HSA-400206	ACADM
ENSG00000117054	R-HSA-1430728	ACADM
ENSG00000117054	R-HSA-77289	ACADM
ENSG00000117054	R-HSA-77348	ACADM
ENSG00000117054	R-HSA-77288	ACADM
ENSG00000117054	R-HSA-77346	ACADM
ENSG00000117054	R-HSA-77286	ACADM
ENSG00000135218	R-HSA-983169	CD36
ENSG00000135218	R-HSA-168256	CD36
ENSG00000135218	R-HSA-1280218	CD36
ENSG00000135218	R-HSA-1989781	CD36
ENSG00000135218	R-HSA-535734	CD36
ENSG00000135218	R-HSA-556833	CD36
ENSG00000135218	R-HSA-1266738	CD36
ENSG00000135218	R-HSA-381340	CD36
ENSG00000135218	R-HSA-400206	CD36
ENSG00000135218	R-HSA-1430728	CD36
ENSG00000135218	R-HSA-5653656	CD36
ENSG00000135218	R-HSA-2173782	CD36
ENSG00000135218	R-HSA-168249	CD36
ENSG00000135218	R-HSA-1643685	CD36
ENSG00000135218	R-HSA-1236975	CD36
ENSG00000135218	R-HSA-109582	CD36
ENSG00000135218	R-HSA-76002	CD36
ENSG00000135218	R-HSA-76005	CD36
ENSG00000135218	R-HSA-168188	CD36
ENSG00000135218	R-HSA-5260271	CD36
ENSG00000135218	R-HSA-181438	CD36
ENSG00000135218	R-HSA-168179	CD36
ENSG00000135218	R-HSA-166054	CD36
ENSG00000135218	R-HSA-168898	CD36
ENSG00000135218	R-HSA-5603041	CD36
ENSG00000135218	R-HSA-5602358	CD36
ENSG00000135218	R-HSA-166016	CD36
ENSG00000135218	R-HSA-166058	CD36
ENSG00000135218	R-HSA-5602498	CD36
ENSG00000135218	R-HSA-114608	CD36
ENSG00000135218	R-HSA-3000471	CD36
ENSG00000135218	R-HSA-1236973	CD36
ENSG00000135218		CD36
ENSG00000117054		ACADM
ENSG00000124762	R-HSA-168256	CDKN1A
ENSG00000124762	R-HSA-1280218	CDKN1A
ENSG00000124762	R-HSA-983705	CDKN1A
ENSG00000124762	R-HSA-2730905	CDKN1A
ENSG00000124762	R-HSA-2454202	CDKN1A
ENSG00000124762	R-HSA-168249	CDKN1A
ENSG00000124762	R-HSA-162582	CDKN1A
ENSG00000124762	R-HSA-212436	CDKN1A
ENSG00000124762	R-HSA-74160	CDKN1A
ENSG00000124762	R-HSA-1643685	CDKN1A
ENSG00000124762	R-HSA-1168372	CDKN1A
ENSG00000124762	R-HSA-69300	CDKN1A
ENSG00000124762	R-HSA-69052	CDKN1A
ENSG00000124762	R-HSA-5663202	CDKN1A
ENSG00000124762	R-HSA-5654687	CDKN1A
ENSG00000124762	R-HSA-186763	CDKN1A
ENSG00000124762	R-HSA-5654716	CDKN1A
ENSG00000124762	R-HSA-453274	CDKN1A
ENSG00000124762	R-HSA-5654696	CDKN1A
ENSG00000124762	R-HSA-5654736	CDKN1A
ENSG00000124762	R-HSA-69275	CDKN1A
ENSG00000124762	R-HSA-69563	CDKN1A
ENSG00000124762	R-HSA-5654708	CDKN1A
ENSG00000124762	R-HSA-69615	CDKN1A
ENSG00000124762	R-HSA-69239	CDKN1A
ENSG00000124762	R-HSA-190236	CDKN1A
ENSG00000124762	R-HSA-69620	CDKN1A
ENSG00000124762	R-HSA-69580	CDKN1A
ENSG00000124762	R-HSA-5654738	CDKN1A
ENSG00000124762	R-HSA-1433557	CDKN1A
ENSG00000124762	R-HSA-2424491	CDKN1A
ENSG00000124762	R-HSA-5654743	CDKN1A
ENSG00000124762	R-HSA-186797	CDKN1A
ENSG00000124762	R-HSA-2172127	CDKN1A
ENSG00000124762	R-HSA-69242	CDKN1A
ENSG00000124762	R-HSA-1236394	CDKN1A
ENSG00000124762	R-HSA-69306	CDKN1A
ENSG00000124762	R-HSA-1640170	CDKN1A
ENSG00000124762	R-HSA-177929	CDKN1A
ENSG00000124762	R-HSA-68949	CDKN1A
ENSG00000124762	R-HSA-5654741	CDKN1A
ENSG00000124762	R-HSA-8852276	CDKN1A
ENSG00000124762	R-HSA-166520	CDKN1A
ENSG00000124762	R-HSA-69304	CDKN1A
ENSG00000124762	R-HSA-187037	CDKN1A
ENSG00000124762	R-HSA-69278	CDKN1A
ENSG00000124762	R-HSA-6791312	CDKN1A
ENSG00000124762	R-HSA-3700989	CDKN1A
ENSG00000124762	R-HSA-2262752	CDKN1A
ENSG00000124762	R-HSA-69206	CDKN1A
ENSG00000124762	R-HSA-453279	CDKN1A
ENSG00000124762	R-HSA-187577	CDKN1A
ENSG00000124762	R-HSA-69202	CDKN1A
ENSG00000124762	R-HSA-69656	CDKN1A
ENSG00000124762	R-HSA-2559583	CDKN1A
ENSG00000124762	R-HSA-198203	CDKN1A
ENSG00000124762	R-HSA-5654720	CDKN1A
ENSG00000124762	R-HSA-180292	CDKN1A
ENSG00000124762	R-HSA-5654689	CDKN1A
ENSG00000124762	R-HSA-1250342	CDKN1A
ENSG00000124762	R-HSA-2219528	CDKN1A
ENSG00000124762	R-HSA-5654695	CDKN1A
ENSG00000124762	R-HSA-1257604	CDKN1A
ENSG00000124762	R-HSA-5654710	CDKN1A
ENSG00000124762	R-HSA-69236	CDKN1A
ENSG00000124762	R-HSA-69231	CDKN1A
ENSG00000124762	R-HSA-2559582	CDKN1A
ENSG00000124762	R-HSA-198323	CDKN1A
ENSG00000124762	R-HSA-5674400	CDKN1A
ENSG00000124762	R-HSA-2559586	CDKN1A
ENSG00000124762	R-HSA-6804116	CDKN1A
ENSG00000124762	R-HSA-69560	CDKN1A
ENSG00000124762	R-HSA-69895	CDKN1A
